season_type,season_year,district,crop,avg_retail_price,committed_hectares,source
Yala,2024,Kandy,Cabbage,213.52,407.7,dummy
Yala,2024,Kurunegala,Cabbage,213.86,323.6,dummy
Yala,2024,Matale,Cabbage,217.31,210.2,dummy
Maha,2024,Nuwara Eliya,Cabbage,148.01,482.4,dummy
Maha,2024,Badulla,Cabbage,155.73,258.0,dummy
Maha,2024,Kandy,Cabbage,153.87,436.9,dummy
Maha,2024,Kurunegala,Cabbage,153.6,249.6,dummy
Maha,2024,Matale,Cabbage,154.94,617.4,dummy
Yala,2025,Nuwara Eliya,Cabbage,156.18,441.1,dummy
Yala,2025,Badulla,Cabbage,169.19,439.8,dummy
Yala,2025,Kandy,Cabbage,168.45,298.2,dummy
Yala,2025,Kurunegala,Cabbage,158.55,252.5,dummy
Yala,2025,Matale,Cabbage,158.29,334.8,dummy
Maha,2025,Nuwara Eliya,Cabbage,137.13,281.2,dummy
Maha,2025,Badulla,Cabbage,145.82,489.3,dummy
Maha,2025,Kandy,Cabbage,138.25,229.1,dummy
Maha,2025,Kurunegala,Cabbage,148.21,264.1,dummy
Maha,2025,Matale,Cabbage,147.74,351.3,dummy
Yala,2014,Nuwara Eliya,Big Onion (Local),101.21,720.2,dummy
Yala,2014,Badulla,Big Onion (Local),87.58,719.0,dummy
Yala,2014,Kandy,Big Onion (Local),92.55,377.5,dummy
Yala,2014,Kurunegala,Big Onion (Local),87.16,413.3,dummy
Yala,2014,Matale,Big Onion (Local),90.21,558.5,dummy
Maha,2014,Nuwara Eliya,Big Onion (Local),99.87,307.6,dummy
Maha,2014,Badulla,Big Onion (Local),92.02,643.4,dummy
Maha,2014,Kandy,Big Onion (Local),96.65,444.0,dummy
Maha,2014,Kurunegala,Big Onion (Local),93.58,734.8,dummy
Maha,2014,Matale,Big Onion (Local),102.48,619.9,dummy
Yala,2015,Nuwara Eliya,Big Onion (Local),100.48,431.9,dummy
Yala,2015,Badulla,Big Onion (Local),99.41,623.7,dummy
Yala,2015,Kandy,Big Onion (Local),89.73,265.6,dummy
Yala,2015,Kurunegala,Big Onion (Local),98.12,739.2,dummy
Yala,2015,Matale,Big Onion (Local),95.68,356.2,dummy
Maha,2015,Nuwara Eliya,Big Onion (Local),102.12,798.8,dummy
Maha,2015,Badulla,Big Onion (Local),108.08,397.9,dummy
Maha,2015,Kandy,Big Onion (Local),93.87,387.0,dummy
Maha,2015,Kurunegala,Big Onion (Local),93.22,397.3,dummy
Maha,2015,Matale,Big Onion (Local),96.04,393.4,dummy
Yala,2016,Nuwara Eliya,Big Onion (Local),89.58,707.4,dummy
Yala,2016,Badulla,Big Onion (Local),88.63,447.6,dummy
Yala,2016,Kandy,Big Onion (Local),94.09,445.9,dummy
Yala,2016,Kurunegala,Big Onion (Local),90.44,577.5,dummy
Yala,2016,Matale,Big Onion (Local),89.4,722.0,dummy
Maha,2016,Nuwara Eliya,Big Onion (Local),84.16,233.9,dummy
Maha,2016,Badulla,Big Onion (Local),101.11,236.5,dummy
Maha,2016,Kandy,Big Onion (Local),100.95,476.8,dummy
Maha,2016,Kurunegala,Big Onion (Local),98.54,390.1,dummy
Maha,2016,Matale,Big Onion (Local),97.32,206.9,dummy
Yala,2017,Nuwara Eliya,Big Onion (Local),90.91,558.6,dummy
Yala,2017,Badulla,Big Onion (Local),83.44,347.7,dummy
Yala,2017,Kandy,Big Onion (Local),88.79,518.0,dummy
Yala,2017,Kurunegala,Big Onion (Local),84.9,465.6,dummy
Yala,2017,Matale,Big Onion (Local),90.93,325.8,dummy
Maha,2017,Nuwara Eliya,Big Onion (Local),106.61,669.6,dummy
Maha,2017,Badulla,Big Onion (Local),109.25,420.9,dummy
Maha,2017,Kandy,Big Onion (Local),112.61,456.6,dummy
Maha,2017,Kurunegala,Big Onion (Local),102.09,699.3,dummy
Maha,2017,Matale,Big Onion (Local),103.48,437.0,dummy
Yala,2018,Nuwara Eliya,Big Onion (Local),99.2,572.9,dummy
Yala,2018,Badulla,Big Onion (Local),94.65,628.0,dummy
Yala,2018,Kandy,Big Onion (Local),97.53,503.7,dummy
Yala,2018,Kurunegala,Big Onion (Local),95.37,354.2,dummy
Yala,2018,Matale,Big Onion (Local),98.2,728.5,dummy
Maha,2018,Nuwara Eliya,Big Onion (Local),87.59,668.5,dummy
Maha,2018,Badulla,Big Onion (Local),91.01,706.5,dummy
Maha,2018,Kandy,Big Onion (Local),90.71,584.3,dummy
Maha,2018,Kurunegala,Big Onion (Local),94.48,294.2,dummy
Maha,2018,Matale,Big Onion (Local),89.74,475.2,dummy
Yala,2019,Nuwara Eliya,Big Onion (Local),111.27,238.4,dummy
Yala,2019,Badulla,Big Onion (Local),101.81,470.4,dummy
Yala,2019,Kandy,Big Onion (Local),91.76,550.5,dummy
Yala,2019,Kurunegala,Big Onion (Local),107.03,441.1,dummy
Yala,2019,Matale,Big Onion (Local),104.22,223.8,dummy
Maha,2019,Nuwara Eliya,Big Onion (Local),104.06,405.3,dummy
Maha,2019,Badulla,Big Onion (Local),97.75,357.6,dummy
Maha,2019,Kandy,Big Onion (Local),89.31,591.9,dummy
Maha,2019,Kurunegala,Big Onion (Local),104.17,481.2,dummy
Maha,2019,Matale,Big Onion (Local),96.64,679.4,dummy
Yala,2020,Nuwara Eliya,Big Onion (Local),81.33,636.0,dummy
Yala,2020,Badulla,Big Onion (Local),94.22,605.0,dummy
Yala,2020,Kandy,Big Onion (Local),79.53,491.2,dummy
Yala,2020,Kurunegala,Big Onion (Local),96.39,511.0,dummy
Yala,2020,Matale,Big Onion (Local),89.22,401.5,dummy
Maha,2020,Nuwara Eliya,Big Onion (Local),114.73,576.2,dummy
Maha,2020,Badulla,Big Onion (Local),122.78,346.2,dummy
Maha,2020,Kandy,Big Onion (Local),114.57,225.7,dummy
Maha,2020,Kurunegala,Big Onion (Local),119.15,415.1,dummy
Maha,2020,Matale,Big Onion (Local),109.31,285.8,dummy
Yala,2021,Nuwara Eliya,Big Onion (Local),79.49,298.5,dummy
Yala,2021,Badulla,Big Onion (Local),69.79,564.9,dummy
Yala,2021,Kandy,Big Onion (Local),78.63,353.5,dummy
Yala,2021,Kurunegala,Big Onion (Local),71.74,466.5,dummy
Yala,2021,Matale,Big Onion (Local),76.84,799.9,dummy
Maha,2021,Nuwara Eliya,Big Onion (Local),126.8,253.0,dummy
Maha,2021,Badulla,Big Onion (Local),121.45,597.4,dummy
Maha,2021,Kandy,Big Onion (Local),125.39,404.7,dummy
Maha,2021,Kurunegala,Big Onion (Local),119.53,233.5,dummy
Maha,2021,Matale,Big Onion (Local),136.94,650.6,dummy
Yala,2022,Nuwara Eliya,Big Onion (Local),77.07,486.0,dummy
Yala,2022,Badulla,Big Onion (Local),79.67,330.4,dummy
Yala,2022,Kandy,Big Onion (Local),78.86,810.7,dummy
Yala,2022,Kurunegala,Big Onion (Local),79.3,809.1,dummy
Yala,2022,Matale,Big Onion (Local),75.53,627.3,dummy
Maha,2022,Nuwara Eliya,Big Onion (Local),108.11,391.0,dummy
Maha,2022,Badulla,Big Onion (Local),107.83,607.7,dummy
Maha,2022,Kandy,Big Onion (Local),105.33,285.2,dummy
Maha,2022,Kurunegala,Big Onion (Local),110.25,605.9,dummy
Maha,2022,Matale,Big Onion (Local),108.34,565.7,dummy
Yala,2023,Nuwara Eliya,Big Onion (Local),100.52,614.5,dummy
Yala,2023,Badulla,Big Onion (Local),111.29,287.0,dummy
Yala,2023,Kandy,Big Onion (Local),110.26,478.7,dummy
Yala,2023,Kurunegala,Big Onion (Local),117.35,640.4,dummy
Yala,2023,Matale,Big Onion (Local),93.63,551.6,dummy
Maha,2023,Nuwara Eliya,Big Onion (Local),91.59,455.3,dummy
Maha,2023,Badulla,Big Onion (Local),86.2,311.7,dummy
Maha,2023,Kandy,Big Onion (Local),86.98,676.4,dummy
Maha,2023,Kurunegala,Big Onion (Local),97.89,756.1,dummy
Maha,2023,Matale,Big Onion (Local),93.26,282.8,dummy
Yala,2024,Nuwara Eliya,Big Onion (Local),125.8,291.5,dummy
Yala,2024,Badulla,Big Onion (Local),118.01,582.4,dummy
Yala,2024,Kandy,Big Onion (Local),124.9,298.6,dummy
Yala,2024,Kurunegala,Big Onion (Local),123.84,265.1,dummy
Yala,2024,Matale,Big Onion (Local),131.37,281.9,dummy
Maha,2024,Nuwara Eliya,Big Onion (Local),89.82,696.1,dummy
Maha,2024,Badulla,Big Onion (Local),97.33,804.1,dummy
Maha,2024,Kandy,Big Onion (Local),93.09,843.3,dummy
Maha,2024,Kurunegala,Big Onion (Local),83.84,524.2,dummy
Maha,2024,Matale,Big Onion (Local),91.93,448.8,dummy
Yala,2025,Nuwara Eliya,Big Onion (Local),95.26,635.5,dummy
Yala,2025,Badulla,Big Onion (Local),103.01,341.5,dummy
Yala,2025,Kandy,Big Onion (Local),91.88,576.7,dummy
Yala,2025,Kurunegala,Big Onion (Local),100.7,467.5,dummy
Yala,2025,Matale,Big Onion (Local),99.85,611.1,dummy
Maha,2025,Nuwara Eliya,Big Onion (Local),81.46,294.3,dummy
Maha,2025,Badulla,Big Onion (Local),88.35,494.1,dummy
Maha,2025,Kandy,Big Onion (Local),75.61,453.9,dummy
Maha,2025,Kurunegala,Big Onion (Local),93.69,478.0,dummy
Maha,2025,Matale,Big Onion (Local),90.32,446.7,dummy
